a,b,c,d,r1,r2,
112.074, 773.384, 963.0, 166413.76345599996, -1.63, -5.27,
832.696, 204.575, 12.0, 1881.5226249999905, -0.097, -0.149,
581.696, 602.362, 84.0, 167390.12304399998, -0.166, -0.869,
176.523, 767.204, 44.0, 557533.9296159999, -0.058, -4.288,
55.921, 698.307, 963.0, 272224.97424899996, -1.579, -10.909,
419.804, 276.152, 23.0, 37637.95910399999, -0.098, -0.56,
774.624, 826.13, 1.0, 679392.2808999999, -0.001, -1.065,
101.265, 451.958, 395.0, 44267.33376400001, -1.193, -3.27,
664.245, 587.635, 56.0, 196524.013225, -0.109, -0.776,
175.19, 846.342, 98.0, 647620.3009639999, -0.119, -4.712,
82.738, 762.757, 99.0, 549033.9930489999, -0.132, -9.087,
100.932, 250.004, 108.0, 18899.376015999995, -0.557, -1.92,
25.037, 518.457, 875.0, 181168.16084899998, -1.854, -18.854,
28.474, 346.699, 360.0, 79197.636601, -1.146, -11.03,
79.599, 927.987, 380.0, 740169.392169, -0.425, -11.233,
900.552, 529.742, 72.0, 21267.610563999944, -0.213, -0.375,
10.736, 989.201, 505.0, 956831.8984010001, -0.513, -91.625,
108.296, 535.052, 14.0, 280216.066704, -0.026, -4.914,
277.005, 946.777, 754.0, 60939.607729000156, -1.263, -2.155,
261.803, 600.949, 220.0, 130753.06060099995, -0.457, -1.838,
18.548, 309.321, 832.0, 33951.73704100003, -3.371, -13.306,
120.854, 939.768, 965.0, 416667.453824, -1.217, -6.559,
315.632, 845.447, 45.0, 657966.8698089999, -0.054, -2.624,
614.654, 412.818, 7.0, 153208.38912399998, -0.017, -0.654,
276.747, 290.953, 22.0, 60299.91220899999, -0.082, -0.969,
119.995, 913.554, 475.0, 606590.4109159999, -0.561, -7.052,
105.227, 655.886, 271.0, 316120.37699599995, -0.445, -5.788,
32.581, 207.845, 80.0, 32773.624025, -0.411, -5.968,
122.734, 664.022, 758.0, 68795.72848400008, -1.637, -3.774,
92.782, 384.58, 380.0, 6873.1363999999885, -1.626, -2.519,
802.244, 810.899, 50.0, 497108.38820099994, -0.066, -0.945,
26.65, 215.519, 95.0, 36321.439361000004, -0.468, -7.619,
940.089, 619.341, 85.0, 63953.01428100001, -0.195, -0.464,
251.169, 468.898, 122.0, 97294.86240400001, -0.312, -1.554,
363.579, 259.369, 39.0, 10553.954161000009, -0.215, -0.498,
568.582, 739.934, 164.0, 174512.53235599992, -0.283, -1.018,
575.115, 848.607, 252.0, 140417.92044899985, -0.412, -1.064,
465.587, 527.828, 110.0, 73744.11758399996, -0.275, -0.858,
949.067, 834.367, 84.0, 377281.77868899994, -0.116, -0.763,
781.559, 959.179, 237.0, 179106.42204099998, -0.343, -0.884,
186.142, 871.88, 128.0, 664870.0303999999, -0.152, -4.532,
378.982, 948.438, 466.0, 193112.1918439999, -0.672, -1.831,
80.03, 853.045, 526.0, 559302.652025, -0.657, -10.002,
96.529, 850.332, 933.0, 362818.28222399997, -1.285, -7.525,
970.925, 974.205, 141.0, 401473.6820250001, -0.175, -0.828,
246.455, 996.69, 907.0, 99252.21610000008, -1.383, -2.661,
219.219, 698.229, 214.0, 299872.2724410001, -0.344, -2.842,
304.847, 893.907, 33.0, 758829.9206490001, -0.037, -2.895,
103.59, 921.487, 532.0, 628698.771169, -0.621, -8.275,
118.022, 876.377, 23.0, 757178.6221289999, -0.026, -7.399,
491.05, 715.546, 14.0, 484507.27811600006, -0.02, -1.437,
934.6, 923.223, 0.0, 852340.7077289999, 0.0, -0.988,
374.38, 974.179, 212.0, 631550.4840409999, -0.24, -2.362,
133.323, 778.683, 753.0, 204778.338489, -1.223, -4.617,
602.957, 758.576, 38.0, 483788.083776, -0.052, -1.206,
398.866, 921.193, 236.0, 472067.039249, -0.293, -2.016,
30.911, 259.302, 181.0, 44857.963204000014, -0.768, -7.62,
53.465, 717.263, 890.0, 324130.81116900005, -1.384, -12.032,
349.039, 683.615, 85.0, 348656.208225, -0.133, -1.825,
104.058, 546.492, 384.0, 138820.41806399994, -0.836, -4.416,
15.853, 295.504, 83.0, 82059.41801600001, -0.285, -18.355,
43.59, 749.993, 974.0, 392662.860049, -1.415, -15.791,
805.338, 951.75, 70.0, 680333.4225, -0.079, -1.103,
203.954, 478.07, 186.0, 76809.14889999997, -0.493, -1.851,
151.441, 533.22, 113.0, 215872.23640000005, -0.226, -3.294,
973.093, 998.411, 227.0, 113256.08092099987, -0.34, -0.686,
60.915, 534.46, 980.0, 46860.69160000008, -2.61, -6.164,
1.417, 940.285, 481.0, 881409.573225, -0.512, -663.063,
54.608, 505.865, 5.0, 254807.238225, -0.01, -9.254,
850.199, 244.093, 3.0, 49379.004648999995, -0.013, -0.274,
173.275, 653.03, 166.0, 311393.58089999994, -0.274, -3.495,
165.995, 877.675, 651.0, 338062.42562499986, -0.892, -4.395,
408.204, 926.18, 481.0, 72424.89639999985, -0.805, -1.464,
86.872, 368.868, 375.0, 5755.601423999993, -1.686, -2.56,
975.321, 678.074, 8.0, 428574.07747599995, -0.012, -0.683,
12.408, 848.506, 56.0, 717183.040036, -0.066, -68.318,
199.243, 755.204, 575.0, 112074.18161599996, -1.055, -2.735,
88.264, 807.467, 791.0, 372735.660089, -1.116, -8.033,
72.926, 984.824, 220.0, 905703.4309759999, -0.227, -13.277,
963.69, 685.828, 52.0, 269912.52558399993, -0.086, -0.625,
413.689, 911.501, 107.0, 653775.181001, -0.124, -2.079,
715.231, 770.302, 165.0, 121312.71120399999, -0.295, -0.782,
404.255, 640.188, 81.0, 278862.055344, -0.139, -1.445,
29.748, 229.087, 51.0, 46412.261568999995, -0.229, -7.471,
175.333, 650.022, 332.0, 189686.37648400007, -0.612, -3.096,
215.811, 674.686, 19.0, 438799.56259600003, -0.028, -3.098,
392.399, 574.617, 58.0, 239148.12868899995, -0.109, -1.355,
98.652, 800.244, 568.0, 416253.115536, -0.786, -7.326,
84.277, 831.738, 500.0, 523234.1006440001, -0.643, -9.226,
181.168, 614.855, 318.0, 147600.97502500005, -0.637, -2.757,
857.885, 930.048, 116.0, 466930.642304, -0.144, -0.94,
108.832, 473.423, 468.0, 20395.832929000026, -1.519, -2.831,
175.766, 835.562, 933.0, 42205.143844000064, -1.793, -2.961,
542.011, 831.384, 87.0, 502579.5274560001, -0.113, -1.421,
107.778, 997.167, 234.0, 893461.817889, -0.241, -9.011,
664.859, 752.104, 157.0, 148128.97481599997, -0.276, -0.855,
69.287, 678.104, 766.0, 247529.666816, -1.303, -8.484,
298.726, 856.834, 573.0, 49484.51155599998, -1.062, -1.806,
77.779, 928.342, 453.0, 720883.3209640001, -0.51, -11.426,
2.44, 778.562, 388.0, 602371.907844, -0.499, -318.584,
309.204, 617.831, 299.0, 11907.160560999997, -0.823, -1.176,
49.866, 897.978, 704.0, 665941.8324839999, -0.821, -17.186,
572.92, 742.034, 74.0, 381030.137156, -0.109, -1.186,
52.06, 995.927, 618.0, 863178.269329, -0.642, -18.488,
540.236, 493.902, 47.0, 142374.81760399998, -0.108, -0.806,
594.494, 796.65, 182.0, 201859.59049999987, -0.292, -1.048,
678.374, 695.787, 140.0, 104230.10936900007, -0.275, -0.751,
295.331, 824.732, 573.0, 3284.2198239999125, -1.299, -1.493,
317.648, 838.726, 445.0, 138047.8630759999, -0.735, -1.905,
194.944, 509.236, 152.0, 140795.351696, -0.344, -2.269,
339.856, 203.55, 13.0, 23760.09050000001, -0.073, -0.526,
1.81, 725.109, 997.0, 518564.78188100003, -1.38, -399.233,
97.588, 806.056, 415.0, 487730.19513600005, -0.552, -7.708,
281.82, 615.66, 172.0, 185145.07559999995, -0.329, -1.856,
254.851, 955.196, 333.0, 572937.8664160001, -0.389, -3.359,
128.124, 695.74, 890.0, 27932.707600000023, -2.063, -3.367,
162.655, 935.268, 97.0, 811616.091824, -0.106, -5.644,
126.174, 835.388, 245.0, 574222.590544, -0.308, -6.313,
203.835, 963.891, 444.0, 567074.8998809999, -0.517, -4.212,
115.061, 622.83, 424.0, 192773.75290000002, -0.799, -4.614,
840.321, 485.291, 45.0, 84249.574681, -0.116, -0.461,
152.111, 518.74, 120.0, 196077.9076, -0.25, -3.161,
27.588, 566.858, 20.0, 319120.95216399996, -0.035, -20.512,
281.6, 775.702, 446.0, 99339.19280399999, -0.818, -1.937,
8.545, 759.781, 123.0, 573063.0279609999, -0.162, -88.753,
49.991, 672.464, 579.0, 336428.67529600003, -0.925, -12.527,
104.411, 525.146, 392.0, 112061.87331599995, -0.912, -4.118,
161.66, 531.925, 310.0, 82485.80562499995, -0.757, -2.533,
600.589, 752.754, 12.0, 537810.312516, -0.016, -1.237,
405.584, 589.321, 196.0, 29321.38504100003, -0.515, -0.938,
2.702, 241.682, 937.0, 48283.093124, -4.061, -85.384,
61.59, 997.065, 378.0, 901014.5342250002, -0.388, -15.8,
16.362, 754.78, 682.0, 525057.3123999999, -0.922, -45.208,
220.067, 866.644, 389.0, 408647.570736, -0.517, -3.421,
64.082, 545.467, 76.0, 278053.320089, -0.142, -8.37,
388.93, 899.751, 22.0, 775326.022001, -0.025, -2.289,
217.257, 583.324, 183.0, 181234.76497599995, -0.363, -2.322,
140.519, 739.523, 521.0, 254052.67152900004, -0.838, -4.425,
129.712, 663.48, 519.0, 170923.59840000008, -0.964, -4.151,
71.19, 118.288, 38.0, 3171.1709439999995, -0.435, -1.226,
346.004, 462.902, 24.0, 181061.87760399998, -0.054, -1.284,
593.207, 970.619, 149.0, 588549.8711610001, -0.171, -1.465,
129.277, 543.033, 120.0, 232831.87908900002, -0.234, -3.967,
695.559, 889.638, 279.0, 15211.927044000127, -0.551, -0.728,
576.8, 757.883, 103.0, 336745.0416890001, -0.154, -1.16,
230.283, 477.152, 144.0, 95031.02310399999, -0.367, -1.705,
51.332, 574.61, 828.0, 160165.0681, -1.699, -9.495,
517.908, 394.488, 3.0, 149405.886144, -0.008, -0.754,
73.963, 340.783, 120.0, 80630.813089, -0.384, -4.223,
43.776, 361.191, 307.0, 76702.01048099998, -0.962, -7.289,
61.545, 575.911, 999.0, 85739.65992099995, -2.3, -7.058,
235.297, 912.356, 840.0, 41795.55073599995, -1.504, -2.373,
127.12, 662.423, 441.0, 214564.550929, -0.784, -4.427,
847.656, 884.781, 218.0, 43681.385960999876, -0.399, -0.645,
210.735, 947.657, 146.0, 774984.549649, -0.16, -4.337,
89.331, 914.817, 976.0, 488141.91948900005, -1.21, -9.031,
159.165, 715.712, 579.0, 143617.52694400004, -1.058, -3.439,
832.454, 896.802, 205.0, 121641.54720400018, -0.329, -0.748,
61.9, 528.88, 944.0, 45979.65440000003, -2.54, -6.004,
185.295, 255.401, 26.0, 45958.99080100001, -0.111, -1.268,
164.001, 578.567, 141.0, 242243.20948899997, -0.263, -3.264,
76.599, 845.163, 474.0, 569068.792569, -0.593, -10.441,
545.387, 937.706, 77.0, 711313.3464360001, -0.086, -1.633,
634.944, 580.892, 118.0, 37741.947664000094, -0.304, -0.61,
228.387, 977.887, 191.0, 781775.3167689999, -0.205, -4.077,
341.205, 900.217, 208.0, 526508.087089, -0.256, -2.382,
11.624, 810.827, 409.0, 638423.559929, -0.508, -69.246,
156.513, 602.583, 234.0, 216610.10388899996, -0.438, -3.412,
144.941, 444.52, 306.0, 20190.246399999975, -1.043, -2.024,
482.903, 929.504, 74.0, 721038.3980159999, -0.083, -1.842,
318.692, 927.75, 669.0, 7900.270499999984, -1.316, -1.595,
222.287, 923.024, 957.0, 1058.668575999909, -2.003, -2.149,
21.996, 292.922, 29.0, 83251.76208400002, -0.1, -13.217,
725.678, 443.988, 33.0, 101335.848144, -0.087, -0.525,
475.633, 983.838, 137.0, 707290.326244, -0.15, -1.918,
17.681, 306.26, 627.0, 49451.239599999986, -2.372, -14.949,
691.239, 826.228, 51.0, 541639.9519839999, -0.065, -1.13,
357.219, 544.324, 126.0, 116250.24097599997, -0.285, -1.239,
548.728, 900.083, 353.0, 35345.47088899999, -0.649, -0.991,
131.915, 353.402, 50.0, 98509.97360399998, -0.15, -2.529,
707.332, 785.107, 200.0, 50527.401449, -0.396, -0.714,
550.317, 949.276, 122.0, 632570.228176, -0.14, -1.585,
180.506, 860.394, 593.0, 312117.603236, -0.836, -3.931,
85.533, 652.351, 843.0, 137144.551201, -1.649, -5.978,
774.04, 568.062, 43.0, 189559.55584400002, -0.086, -0.648,
38.8, 981.926, 166.0, 938415.4694760002, -0.17, -25.137,
624.76, 977.366, 206.0, 440442.057956, -0.251, -1.313,
556.712, 937.713, 166.0, 509648.90236899996, -0.201, -1.483,
39.535, 879.409, 530.0, 689545.989281, -0.62, -21.624,
592.758, 829.997, 284.0, 15521.932008999982, -0.595, -0.805,
10.953, 570.881, 839.0, 289146.848161, -1.514, -50.607,
86.257, 717.434, 667.0, 284577.86835599993, -1.066, -7.251,
22.54, 342.531, 985.0, 28519.885961000007, -3.852, -11.344,
757.48, 803.056, 188.0, 75273.97913600015, -0.349, -0.711,
195.255, 546.652, 24.0, 280083.92910400004, -0.045, -2.755,
291.853, 946.255, 537.0, 268498.2810249999, -0.733, -2.509,
8.793, 690.025, 538.0, 457211.96462499996, -0.788, -77.687,
541.918, 927.272, 265.0, 285400.2819840001, -0.363, -1.348,
5.97, 660.557, 580.0, 422485.150249, -0.885, -109.761,
14.049, 697.098, 525.0, 456442.7216039999, -0.765, -48.854,
33.282, 777.557, 282.0, 567052.792249, -0.368, -22.994,
331.579, 905.347, 92.0, 697632.1184089999, -0.106, -2.625,
277.358, 894.648, 504.0, 241241.31590400008, -0.727, -2.498,
487.763, 656.933, 62.0, 310595.742489, -0.102, -1.245,
106.866, 384.307, 186.0, 68183.566249, -0.576, -3.02,
160.028, 679.226, 455.0, 170096.999076, -0.834, -3.411,
516.086, 867.668, 222.0, 294563.390224, -0.315, -1.366,
640.114, 951.883, 80.0, 701244.7656890001, -0.089, -1.398,
88.773, 613.66, 797.0, 93570.27159999998, -1.733, -5.179,
831.27, 846.627, 22.0, 643625.5171289999, -0.027, -0.992,
115.014, 665.808, 596.0, 169106.91686400003, -1.107, -4.682,
801.732, 642.813, 22.0, 342656.136969, -0.036, -0.766,
225.611, 424.761, 57.0, 128982.59912100004, -0.145, -1.737,
13.642, 393.862, 886.0, 106780.02704400002, -2.459, -26.412,
692.272, 992.332, 199.0, 433674.28622400004, -0.241, -1.192,
183.158, 765.004, 173.0, 458485.784016, -0.24, -3.937,
25.076, 964.917, 439.0, 887031.360889, -0.46, -38.019,
266.241, 581.018, 146.0, 182097.17232400004, -0.29, -1.893,
236.723, 779.118, 477.0, 155357.37392400013, -0.813, -2.478,
947.186, 764.53, 56.0, 372336.4569, -0.081, -0.726,
894.239, 780.85, 135.0, 126837.66250000003, -0.237, -0.636,
138.433, 704.055, 221.0, 373318.67102499993, -0.336, -4.75,
366.106, 749.687, 320.0, 93414.917969, -0.606, -1.441,
887.435, 808.15, 118.0, 234237.10250000004, -0.183, -0.728,
75.038, 886.867, 59.0, 768824.107689, -0.067, -11.752,
47.848, 477.621, 992.0, 38260.95564099998, -2.947, -7.035,
18.287, 480.255, 800.0, 172126.465025, -1.787, -24.475,
979.953, 641.168, 47.0, 226865.240224, -0.084, -0.57,
958.791, 914.123, 70.0, 567159.379129, -0.084, -0.869,
108.808, 996.336, 413.0, 812934.6088960001, -0.435, -8.722,
100.304, 777.925, 242.0, 508073.0336249999, -0.325, -7.431,
113.068, 889.355, 357.0, 629491.212025, -0.424, -7.441,
170.352, 870.663, 28.0, 738974.635569, -0.032, -5.079,
33.619, 747.241, 739.0, 458991.34808100003, -1.037, -21.189,
467.715, 731.319, 67.0, 409479.8597609999, -0.098, -1.466,
63.09, 749.407, 137.0, 527037.5316490001, -0.186, -11.693,
292.148, 574.631, 83.0, 233207.65016099997, -0.157, -1.81,
135.547, 683.354, 170.0, 374800.729316, -0.262, -4.779,
449.549, 818.538, 183.0, 340934.5894440001, -0.261, -1.56,
104.136, 922.012, 113.0, 803036.6561439999, -0.124, -8.73,
25.038, 735.569, 760.0, 464946.23376099986, -1.072, -28.306,
108.905, 599.17, 498.0, 142065.92889999994, -1.02, -4.481,
585.166, 985.519, 340.0, 175421.93936099985, -0.484, -1.2,
48.189, 717.026, 784.0, 363005.580676, -1.188, -13.691,
392.278, 874.67, 236.0, 394737.17689999985, -0.314, -1.916,
433.939, 965.401, 99.0, 760159.2468009999, -0.108, -2.117,
115.936, 787.944, 252.0, 503992.25913599995, -0.336, -6.46,
782.411, 862.254, 124.0, 355406.1045160001, -0.17, -0.932,
18.062, 544.752, 696.0, 246470.13350399997, -1.337, -28.823,
405.793, 853.84, 41.0, 662492.6936, -0.049, -2.055,
635.81, 967.895, 288.0, 204367.6110250001, -0.406, -1.117,
361.991, 358.629, 58.0, 44632.847641000015, -0.204, -0.787,
37.549, 404.528, 695.0, 59256.682784000004, -2.145, -8.628,
55.678, 413.288, 89.0, 150985.602944, -0.222, -7.201,
100.185, 682.166, 51.0, 444912.7115560001, -0.076, -6.733,
231.037, 982.978, 699.0, 320266.2964839998, -0.903, -3.352,
783.794, 983.838, 101.0, 651284.4342439999, -0.113, -1.142,
613.873, 807.159, 265.0, 800.2712809999939, -0.634, -0.68,
30.137, 842.655, 47.0, 704401.6930249999, -0.056, -27.905,
34.564, 753.416, 54.0, 560169.845056, -0.072, -21.726,
525.567, 973.855, 75.0, 790723.4610250001, -0.081, -1.772,
546.787, 696.137, 137.0, 184967.44676899991, -0.243, -1.03,
560.679, 833.61, 241.0, 154411.07610000006, -0.393, -1.094,
127.553, 880.994, 388.0, 578188.1720360001, -0.473, -6.434,
959.164, 167.921, 1.0, 24360.806241, -0.006, -0.169,
403.054, 585.249, 93.0, 192580.304001, -0.182, -1.27,
294.702, 874.032, 457.0, 225216.68102400005, -0.678, -2.288,
140.515, 801.934, 537.0, 341271.92035599996, -0.775, -4.932,
533.722, 671.103, 70.0, 300937.076609, -0.115, -1.143,
868.465, 235.615, 6.0, 34671.26822500001, -0.028, -0.243,
152.741, 999.878, 489.0, 700994.618884, -0.532, -6.014,
576.407, 920.622, 63.0, 702290.3028839999, -0.072, -1.526,
307.013, 933.168, 535.0, 213794.69622400007, -0.767, -2.273,
124.553, 645.315, 6.0, 413442.17722500005, -0.009, -5.172,
302.223, 699.501, 277.0, 154438.56500099995, -0.507, -1.807,
125.0, 734.686, 853.0, 113263.51859600004, -1.593, -4.285,
269.067, 849.111, 116.0, 596142.402321, -0.143, -3.013,
293.66, 975.606, 283.0, 619383.9472359999, -0.321, -3.001,
463.627, 942.059, 221.0, 477628.89148099994, -0.271, -1.761,
284.854, 852.327, 374.0, 300319.730929, -0.534, -2.458,
216.748, 398.371, 12.0, 148295.54964099996, -0.031, -1.807,
265.59, 929.219, 288.0, 557488.2699610002, -0.344, -3.155,
143.163, 415.104, 214.0, 49763.802815999996, -0.671, -2.229,
687.778, 840.296, 25.0, 637319.5676160001, -0.031, -1.191,
25.146, 260.211, 539.0, 13494.988521, -2.864, -7.484,
353.362, 444.846, 108.0, 45235.57971599998, -0.329, -0.93,
379.771, 761.654, 195.0, 283895.43571600004, -0.301, -1.704,
111.421, 534.517, 629.0, 5373.187289000023, -2.07, -2.728,
128.562, 736.67, 940.0, 59289.5688999999, -1.918, -3.812,
804.244, 740.884, 7.0, 526390.269456, -0.01, -0.912,
237.057, 605.378, 151.0, 223300.09488400005, -0.28, -2.274,
301.751, 962.779, 579.0, 228088.086841, -0.804, -2.387,
757.065, 957.225, 84.0, 661905.860625, -0.095, -1.17,
57.582, 940.67, 832.0, 693227.1528999999, -0.938, -15.398,
891.878, 953.545, 48.0, 738007.4910249999, -0.053, -1.016,
17.831, 774.2, 306.0, 577560.496, -0.399, -43.02,
169.064, 673.113, 331.0, 229240.37476900007, -0.575, -3.407,
480.627, 311.339, 7.0, 83474.416921, -0.023, -0.624,
358.286, 616.179, 105.0, 229196.44004099997, -0.192, -1.528,
149.472, 981.921, 168.0, 863723.666241, -0.176, -6.393,
97.118, 747.385, 121.0, 511579.22622499993, -0.165, -7.53,
810.169, 748.888, 118.0, 178433.46854400012, -0.201, -0.723,
740.058, 988.847, 91.0, 708437.2774089999, -0.099, -1.237,
86.607, 642.175, 831.0, 124507.06262499996, -1.67, -5.745,
196.258, 958.125, 583.0, 460329.859625, -0.712, -4.17,
185.298, 883.287, 446.0, 449624.29236900003, -0.574, -4.193,
241.093, 993.555, 578.0, 429744.52202499995, -0.701, -3.42,
811.749, 213.767, 10.0, 13226.370288999999, -0.061, -0.203,
22.283, 849.87, 622.0, 666838.9129, -0.746, -37.393,
157.776, 828.769, 449.0, 403492.359361, -0.613, -4.639,
288.719, 953.569, 381.0, 469286.0817609999, -0.465, -2.838,
124.071, 671.547, 261.0, 321445.24920900003, -0.421, -4.991,
207.524, 878.299, 616.0, 260069.99740099994, -0.887, -3.345,
408.607, 689.943, 38.0, 413913.07924899994, -0.057, -1.632,
616.875, 822.052, 213.0, 150191.990704, -0.352, -0.98,
26.714, 879.41, 329.0, 738206.3241, -0.378, -32.541,
152.811, 649.483, 29.0, 404102.09128899995, -0.045, -4.205,
75.334, 487.158, 781.0, 1979.5009640000062, -2.938, -3.529,
883.285, 919.986, 173.0, 235141.020196, -0.246, -0.795,
964.264, 894.834, 106.0, 391879.9515559999, -0.139, -0.789,
65.69, 871.014, 956.0, 507466.828196, -1.208, -12.052,
552.192, 750.926, 98.0, 347430.5934760001, -0.146, -1.214,
805.334, 728.195, 14.0, 485169.25402500003, -0.02, -0.885,
113.345, 120.128, 10.0, 9896.936384, -0.091, -0.969,
87.62, 781.184, 557.0, 415031.081856, -0.782, -8.134,
56.69, 763.073, 839.0, 392028.763329, -1.208, -12.253,
650.062, 820.177, 159.0, 259250.87932900002, -0.239, -1.022,
168.457, 931.527, 252.0, 697937.8957290001, -0.285, -5.245,
512.597, 818.682, 185.0, 290918.4371240001, -0.272, -1.325,
136.997, 379.077, 12.0, 137123.515929, -0.032, -2.735,
96.147, 828.266, 414.0, 526805.1347559999, -0.533, -8.082,
141.973, 396.031, 44.0, 131853.30496100002, -0.116, -2.674,
37.309, 885.917, 275.0, 743809.030889, -0.315, -23.431,
165.585, 662.058, 544.0, 78007.83536399994, -1.156, -2.843,
192.538, 793.906, 662.0, 120446.11283599987, -1.16, -2.963,
211.452, 895.413, 581.0, 310349.992569, -0.8, -3.435,
855.12, 612.611, 60.0, 170063.43732099998, -0.117, -0.599,
784.648, 892.812, 119.0, 423620.819344, -0.154, -0.984,
70.441, 902.846, 919.0, 556189.7837159999, -1.115, -11.702,
246.038, 623.233, 233.0, 159111.95628899997, -0.456, -2.077,
107.996, 839.843, 933.0, 302295.1926489999, -1.343, -6.434,
604.435, 583.512, 41.0, 241358.91414399995, -0.076, -0.889,
124.008, 853.835, 737.0, 363458.62322500005, -1.012, -5.873,
281.28, 962.964, 88.0, 828289.1052960001, -0.094, -3.33,
49.799, 721.467, 905.0, 340242.25208899996, -1.387, -13.1,
120.516, 954.916, 795.0, 528623.6870560001, -0.945, -6.978,
825.412, 806.833, 152.0, 149128.99388899992, -0.255, -0.723,
532.181, 991.934, 87.0, 798734.072356, -0.092, -1.772,
203.554, 491.298, 76.0, 179493.308804, -0.166, -2.247,
509.51, 576.376, 34.0, 262915.933376, -0.062, -1.069,
309.206, 492.713, 154.0, 52295.204369000014, -0.427, -1.167,
510.897, 759.235, 243.0, 79845.90122499998, -0.466, -1.02,
49.044, 925.186, 147.0, 827131.2625960001, -0.16, -18.704,
208.393, 651.018, 137.0, 309625.072324, -0.227, -2.897,
643.276, 878.578, 101.0, 512015.798084, -0.127, -1.239,
219.713, 854.607, 766.0, 57152.49244900001, -1.401, -2.489,
